remark,"CSV-Import-Export"
remark,"Date = Thu Sep 23 15:39:16 2021"
remark,"Version = RSLogix 5000 v13.04"
remark,"Owner = Rodney Howard"
remark,"Company = BIS Cleanaway Limited"
0.2
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER
RCOMMENT,"MainProgram","SQ_PCSB_Fluidizing","*****************************************$Norder Fluidizing by PCI operator$Nfor valve A4.1.2VBW1 - VBW4$N*****************************************","OTE(A4_1_2VBW1.AORD1)","29"
RCOMMENT,"MainProgram","Time_sync","****************************************************************$N*                MASTER CLOCK SYNCRONISING          *$N****************************************************************$N$NThis subroutine syncronises the PCIBF5 plc system clock with that of DistBF6 system clock every minute. Note that the DistBF6 is the Master Clock for the PCI plc system as it is used to update all PCI plc system clocks. Note also DistBF6 system clock is syncronised to the BHP Master Clock. This then keeps all PCI clocks syncronised to BHP Time.$N $N","TON(Timer_1minute,?,?)","0"
RCOMMENT,"MainProgram","Time_sync","This rung sets the PCIBF5 plc system clock to that of DistBF5$'s every one minute if comms is healthy.$N(Note this was changed in Dec2012 from BF6 to BF5)","SSV(WALLCLOCKTIME,?,CurrentValue,IF_MSG_DistBF5toPCIBF5[1])","1"
RCOMMENT,"MainProgram","zIC_A4_1_2CDBF","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A4_1_2CDBF.AM)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2CDBF","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2CDBF.FLTSIG0)","2"
RCOMMENT,"MainProgram","zIC_A4_1_2CDBF","********************************************************************************$Nfeedback signals$N********************************************************************************","OTE(A4_1_2CDBF.FB1)","14"
RCOMMENT,"MainProgram","zIC_A4_1_2CDBF","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(-1,A4_1_2CDBF.T_SM.PRE)","15"
RCOMMENT,"MainProgram","zIC_A4_1_2CDBF","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzM1D1S,1,A4_1_2CDBF,A4_1_2CDBF,VDIC.A4_1_2CDBF,FDIC.A4_1_2CDBF)","16"
RCOMMENT,"MainProgram","zIC_A4_1_2CDBF","********************************************************************************$NOUTPUT SIGNALS$N********************************************************************************$N","OTL(F_HORN)","17"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$NINPUT DATA : $N$Nlocal mode$N********************************************************************************$N","OTE(A4_1_2M12.LEN1)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$Nautomatic mode$N********************************************************************************$N","OTE(A4_1_2M12.AM)","3"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2M12.FLTSIG0)","5"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$Noverriding faults$N********************************************************************************","OTE(A4_1_2M12_FLT.Signal_0_7.0)","13"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$Noverriding stop$N********************************************************************************$N","OTU(A4_1_2M12.OSTOP)","23"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$Nfeedback signals$N********************************************************************************","OTE(A4_1_2M12.FB1)","25"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_SM_Time,A4_1_2M12.T_SM.PRE)","27"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzM1D1S,1,A4_1_2M12,A4_1_2M12,VDIC.A4_1_2M12,FDIC.A4_1_2M12)","28"
RCOMMENT,"MainProgram","zIC_A4_1_2M12","********************************************************************************$NOUTPUT SIGNALS$N********************************************************************************$N","OTL(F_HORN)","29"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW1","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A4_1_2VBW1.AM)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW1","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2VBW1.FLTSIG0)","2"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW1","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A4_1_2VBW1.LS1)","15"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW1","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A4_1_2VBW1.T_DU.PRE)","17"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW1","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A4_1_2VBW1,A4_1_2VBW1,VDIC.A4_1_2VBW1,FDIC.A4_1_2VBW1)","18"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW2","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A4_1_2VBW2.AM)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW2","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2VBW2.FLTSIG0)","2"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW2","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A4_1_2VBW2.LS1)","15"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW2","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A4_1_2VBW2.T_DU.PRE)","17"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW2","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A4_1_2VBW2,A4_1_2VBW2,VDIC.A4_1_2VBW2,FDIC.A4_1_2VBW2)","18"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW2","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","19"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW3","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A4_1_2VBW3.AM)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW3","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2VBW3.FLTSIG0)","2"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW3","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A4_1_2VBW3.LS1)","15"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW3","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A4_1_2VBW3.T_DU.PRE)","17"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW3","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A4_1_2VBW3,A4_1_2VBW3,VDIC.A4_1_2VBW3,FDIC.A4_1_2VBW3)","18"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW3","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","19"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A4_1_2VBW4.AM)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2VBW4.FLTSIG0)","2"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A4_1_2VBW4.LS1)","15"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A4_1_2VBW4.T_DU.PRE)","17"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","Added 26-06-2016 - Testing Only","ADD(PCugaly_Test_SINT[5],1,PCugaly_Test_SINT[5])","18"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A4_1_2VBW4,A4_1_2VBW4,VDIC.A4_1_2VBW4,FDIC.A4_1_2VBW4)","19"
RCOMMENT,"MainProgram","zIC_A4_1_2VBW4","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","20"
RCOMMENT,"MainProgram","zIC_A4_1_2VF5","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A4_1_2VF5.AM)","0"
RCOMMENT,"MainProgram","zIC_A4_1_2VF5","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A4_1_2VF5.FLTSIG0)","2"
RCOMMENT,"MainProgram","zIC_A4_1_2VF5","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A4_1_2VF5.LS1)","15"
RCOMMENT,"MainProgram","zIC_A4_1_2VF5","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A4_1_2VF5.T_DU.PRE)","17"
RCOMMENT,"MainProgram","zIC_A4_1_2VF5","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A4_1_2VF5,A4_1_2VF5,VDIC.A4_1_2VF5,FDIC.A4_1_2VF5)","18"
RCOMMENT,"MainProgram","zIC_A4_1_2VF5","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0SV71.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0SV71.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0SV71.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0SV71.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time,A5_1_0SV71.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0SV71,A5_1_0SV71,VDIC.A5_1_0SV71,FDIC.A5_1_0SV71)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0SV71","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0SV72.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0SV72.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0SV72.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0SV72.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time,A5_1_0SV72.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0SV72,A5_1_0SV72,VDIC.A5_1_0SV72,FDIC.A5_1_0SV72)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0SV72","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0SV73.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0SV73.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0SV73.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0SV73.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time,A5_1_0SV73.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0SV73,A5_1_0SV73,VDIC.A5_1_0SV73,FDIC.A5_1_0SV73)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0SV73","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","A5.1.0VB10 - Depressure/Vent Valve in the Pressurisation Line to IH$'s.$N$NEnergise to Open, Spring Close, Open and Closed Limit Switches as feedback.$N$N********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VB10.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VB10.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","********************************************************************************$NFault Signals$N********************************************************************************","OTE(A5_1_0VB10.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","********************************************************************************$NLimit switches$N********************************************************************************","OTE(A5_1_0VB10.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","********************************************************************************$NMove Parameter$N********************************************************************************$N$NThis rung loads the duration supervision time that the valve must have travelled within otherwise an alarm is raised. This time is set from the HMI (Note this preset HMI time is used by other valves)","MOV(PD_DU_Time_2,A5_1_0VB10.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","********************************************************************************$NCall Routine$N********************************************************************************$N$NThis rung loads calls the subroutine for a Normally Closed Valve, with Open and Closed Limit Switches. It then return/generates/manages the control as well as the alarming and display label status word for the HMI.","JSR(zzVNC,1,A5_1_0VB10,A5_1_0VB10,VDIC_A5_1_0VB10,FDIC_A5_1_0VB10)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0VB10","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VF1.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VF1.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VF1.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VF1.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A5_1_0VF1.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VF1,A5_1_0VF1,VDIC.A5_1_0VF1,FDIC.A5_1_0VF1)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0VF1","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","NOTE A5.1.0VF2 IS ALSO A5.1.0VC2. When VF2 was updgraded from a discrete open and closed valve to a 0-100% valve known as VC2 it was considered acceptable to use the VF2 functionality.$N$N$N*******************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VF2.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VF2.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VF2.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VF2.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A5_1_0VF2.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VF2,A5_1_0VF2,VDIC.A5_1_0VF2,FDIC.A5_1_0VF2)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","24"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","This rung provides the output signal for the solenoid valve. It picks up the real world DO in the Output_switch routine. The bridge was installed to allow the change from the previous DCV (discrete open/close) valve to a positioner style valve and so hence the actuation N2 is always on and we rely on the Anal. Out to drive the valve.","OTE(O5_1_0VF2_OP)","25"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","When the valve is required to be open (in Manual or Automatic) the following $Qshaping$Q is given to how the valve will open/operate. This $Qshaping$Q is defined by the HMI parameter screen values setup by the operator.$N(Note the last position step is forced to 100% as the value is required to fully open otherwise it will fail to make the open limit and give a fault and then close.","MOV(PD_PMM_VC2PosSteps[7],O5_1_0VC2_SET)","26"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","When the valve is required to be closed (Auto or Manual) it will be given a 0% reference immediately so that the closing action is immediate.","MOV(0,O5_1_0VC2_SET)","27"
RCOMMENT,"MainProgram","zIC_A5_1_0VF2","This rung loads the position feedback from the value to a location to be read by the HMI for HMI display/trending.","MOV(O5_1_0VC2_SET,VD_A5_1_0VC2_SET)","28"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VF3.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VF3.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VF3.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VF3.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A5_1_0VF3.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VF3,A5_1_0VF3,VDIC.A5_1_0VF3,FDIC.A5_1_0VF3)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0VF3","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VF4.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VF4.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VF4.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VF4.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_2,A5_1_0VF4.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VF4,A5_1_0VF4,VDIC.A5_1_0VF4,FDIC.A5_1_0VF4)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VF4","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","24"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VF5.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VF5.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VF5.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VF5.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A5_1_0VF5.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VF5,A5_1_0VF5,VDIC.A5_1_0VF5,FDIC.A5_1_0VF5)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0VF5","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VS6.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VS6.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VS6.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VS6.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_4,A5_1_0VS6.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VS6,A5_1_0VS6,VDIC.A5_1_0VS6,FDIC.A5_1_0VS6)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0VS6","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_0VS7.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_0VS7.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_0VS7.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_0VS7.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_4,A5_1_0VS7.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_0VS7,A5_1_0VS7,VDIC.A5_1_0VS7,FDIC.A5_1_0VS7)","22"
RCOMMENT,"MainProgram","zIC_A5_1_0VS7","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_1VB01.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_1VB01.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_1VB01.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_1VB01.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(35000,A5_1_1VB01.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_1VB01,A5_1_1VB01,VDIC.A5_1_1VB01,FDIC.A5_1_1VB01)","22"
RCOMMENT,"MainProgram","zIC_A5_1_1VB01","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_1VB09","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_1VB09.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_1VB09","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_1VB09.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_1VB09","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_1VB09.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_1VB09","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_1VB09.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_1VB09","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_1,A5_1_1VB09.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_1VB09","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNO,1,A5_1_1VB09,A5_1_1VB09,VDIC.A5_1_1VB09,FDIC.A5_1_1VB09)","22"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_1VBCM04.AM)","0"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$NManual  mode$N********************************************************************************","OTE(A5_1_1VBCM04.MM)","2"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$NFault signals$N********************************************************************************$N","OTE(A5_1_1VBCM04.FLTSIG0)","6"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$Nlimit switches$N********************************************************************************","OTE(A5_1_1VBCM04.LS1)","19"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$Nmove parameters$N********************************************************************************","MOV(PD_DU_Time_2,A5_1_1VBCM04.T_DU.PRE)","21"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$Ncall motor routine$N********************************************************************************","JSR(zzVNC,1,A5_1_1VBCM04,A5_1_1VBCM04,VDIC.A5_1_1VBCM04,FDIC.A5_1_1VBCM04)","22"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM04","********************************************************************************$N OUTPUT SIGNALS$N********************************************************************************","OTL(F_HORN)","23"
RCOMMENT,"MainProgram","zIC_A5_1_1VBCM05","********************************************************************************$NINPUT DATA : $N$Nautomatic mode$N********************************************************************************","OTE(A5_1_1VBCM05.AM)","0"
